team,region,country,track,status,year,url
OLS_Canmore_AB_CA,North America,Canada,High School,Accepted,2015,https://2015.igem.org/Team:OLS_Canmore_AB_CA/Description
OLS_Canmore_Canada,North America,Canada,High School,Accepted,2018,https://2018.igem.org/Team:OLS_Canmore_Canada/Description
Orleans,Europe,France,Environment,Accepted,2019,https://2019.igem.org/Team:Orleans/Description
Osaka,Asia,Japan,New Application,Accepted,2009,https://2009.igem.org/Team:Osaka/Description
Osaka,Asia,Japan,Environment,Accepted,2010,https://2010.igem.org/Team:Osaka/Description
Osaka,Asia,Japan,Environment,Accepted,2011,https://2011.igem.org/Team:Osaka/Description
Osaka,Asia,Japan,Environment,Accepted,2012,https://2012.igem.org/Team:Osaka/Description
Osaka,Asia,Japan,Information Processing,Accepted,2013,https://2013.igem.org/Team:Osaka/Description
OU-Norman_OK,North America,United States,Food & Energy,Accepted,2013,https://2013.igem.org/Team:OU-Norman_OK/Description
OUC-China,Asia,China,Information Processing,Accepted,2011,https://2011.igem.org/Team:OUC-China/Description
OUC-China,Asia,China,Environment,Accepted,2012,https://2012.igem.org/Team:OUC-China/Description
OUC-China,Asia,China,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:OUC-China/Description
OUC-China,Asia,China,New Application,Accepted,2014,https://2014.igem.org/Team:OUC-China/Description
OUC-China,Asia,China,Measurement,Accepted,2015,https://2015.igem.org/Team:OUC-China/Description
OUC-China,Asia,China,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:OUC-China/Description
OUC-China,Asia,China,Environment,Accepted,2017,https://2017.igem.org/Team:OUC-China/Description
OUC-China,Asia,China,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:OUC-China/Description
OUC-China,Asia,China,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:OUC-China/Description
OU_Norman,North America,United States,Energy,Accepted,2014,https://2014.igem.org/Team:OU_Norman/Description
Oxford,Europe,United Kingdom,Environment,Accepted,2014,https://2014.igem.org/Team:Oxford/Description
Oxford,Europe,United Kingdom,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:Oxford/Description
Oxford,Europe,United Kingdom,Therapeutics,Accepted,2016,https://2016.igem.org/Team:Oxford/Description
Oxford,Europe,United Kingdom,Diagnostics,Accepted,2017,https://2017.igem.org/Team:Oxford/Description
Oxford,Europe,United Kingdom,Therapeutics,Accepted,2018,https://2018.igem.org/Team:Oxford/Description
Oxford,Europe,United Kingdom,Therapeutics,Accepted,2019,https://2019.igem.org/Team:Oxford/Description
PacificU-Oregon,North America,United States,New Application,Accepted,2015,https://2015.igem.org/Team:PacificU-Oregon/Description
Panama,Latin America,Panama,Environment,Accepted,2010,https://2010.igem.org/Team:Panama/Description
Panama,Latin America,Panama,Environment,Accepted,2011,https://2011.igem.org/Team:Panama/Description
Panama_INDICASAT,Latin America,Panama,Environment,Accepted,2012,https://2012.igem.org/Team:Panama_INDICASAT/Description
Paris,Europe,France,Foundational Research,Accepted,2007,https://2007.igem.org/Team:Paris/Description
Paris,Europe,France,,Accepted,2008,https://2008.igem.org/Team:Paris/Description
Paris,Europe,France,Foundational Advance,Accepted,2009,https://2009.igem.org/Team:Paris/Description
Paris-Saclay,Europe,France,New Application,Accepted,2012,https://2012.igem.org/Team:Paris-Saclay/Description
Paris_Bettencourt,Europe,France,Foundational Advance,Accepted,2011,https://2011.igem.org/Team:Paris_Bettencourt/Description
Paris_Bettencourt,Europe,France,Environment,Accepted,2012,https://2012.igem.org/Team:Paris_Bettencourt/Description
Paris_Bettencourt,Europe,France,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:Paris_Bettencourt/Description
Paris_Bettencourt,Europe,France,New Application,Accepted,2014,https://2014.igem.org/Team:Paris_Bettencourt/Description
Paris_Bettencourt,Europe,France,Food & Nutrition,Accepted,2015,https://2015.igem.org/Team:Paris_Bettencourt/Description
Paris_Bettencourt,Europe,France,Manufacturing,Accepted,2016,https://2016.igem.org/Team:Paris_Bettencourt/Description
Paris_Bettencourt,Europe,France,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:Paris_Bettencourt/Description
Paris_Bettencourt,Europe,France,Therapeutics,Accepted,2018,https://2018.igem.org/Team:Paris_Bettencourt/Description
Paris_Liliane_Bettencourt,Europe,France,Foundational Advance,Accepted,2010,https://2010.igem.org/Team:Paris_Liliane_Bettencourt/Description
Paris_Saclay,Europe,France,Environment,Accepted,2013,https://2013.igem.org/Team:Paris_Saclay/Description
Paris_Saclay,Europe,France,Art & Design,Accepted,2014,https://2014.igem.org/Team:Paris_Saclay/Description
Paris_Saclay,Europe,France,Environment,Accepted,2015,https://2015.igem.org/Team:Paris_Saclay/Description
Paris_Saclay,Europe,France,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:Paris_Saclay/Description
PASantiago_Chile,Latin America,Chile,High School,Accepted,2017,https://2017.igem.org/Team:PASantiago_Chile/Description
Pasteur_Paris,Europe,France,Environment,Accepted,2015,https://2015.igem.org/Team:Pasteur_Paris/Description
Pasteur_Paris,Europe,France,Diagnostics,Accepted,2016,https://2016.igem.org/Team:Pasteur_Paris/Description
Pasteur_Paris,Europe,France,Environment,Accepted,2017,https://2017.igem.org/Team:Pasteur_Paris/Description
Pasteur_Paris,Europe,France,New Application,Accepted,2018,https://2018.igem.org/Team:Pasteur_Paris/Description
Pasteur_Paris,Europe,France,Diagnostics,Accepted,2019,https://2019.igem.org/Team:Pasteur_Paris/Description
PEA_Exeter_NH,North America,United States,Environment(P),Accepted,2014,https://2014.igem.org/Team:PEA_Exeter_NH/Description
Peking,Asia,China,Information Processing,Accepted,2007,https://2007.igem.org/Team:Peking/Description
Peking,Asia,China,Environment,Accepted,2010,https://2010.igem.org/Team:Peking/Description
Peking,Asia,China,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:Peking/Description
Peking,Asia,China,Environment,Accepted,2013,https://2013.igem.org/Team:Peking/Description
Peking,Asia,China,Environment,Accepted,2014,https://2014.igem.org/Team:Peking/Description
Peking,Asia,China,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:Peking/Description
Peking,Asia,China,Environment,Accepted,2016,https://2016.igem.org/Team:Peking/Description
Peking,Asia,China,Information Processing,Accepted,2017,https://2017.igem.org/Team:Peking/Description
Peking,Asia,China,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:Peking/Description
Peking,Asia,China,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:Peking/Description
Peking_R,Asia,China,New Application,Accepted,2011,https://2011.igem.org/Team:Peking_R/Description
Peking_S,Asia,China,Information Processing,Accepted,2011,https://2011.igem.org/Team:Peking_S/Description
Peking_University,Asia,China,,Accepted,2008,https://2008.igem.org/Team:Peking_University/Description
Penn,North America,United States,Foundational Advance,Accepted,2011,https://2011.igem.org/Team:Penn/Description
Penn,North America,United States,Health & Medicine,Accepted,2012,https://2012.igem.org/Team:Penn/Description
Penn,North America,United States,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:Penn/Description
Penn,North America,United States,Environment,Accepted,2014,https://2014.igem.org/Team:Penn/Description
Penn,North America,United States,Foundational Advance,Accepted,2015,https://2015.igem.org/Team:Penn/Description
Penn,North America,United States,Hardware,Accepted,2017,https://2017.igem.org/Team:Penn/Description
Penn,North America,United States,Open,Accepted,2019,https://2019.igem.org/Team:Penn/Description
PennState,North America,United States,,Accepted,2008,https://2008.igem.org/Team:PennState/Description
PennState,North America,,,Accepted,2006,https://2006.igem.org/Team:PennState/Description
Penn_Mishawaka_IN,North America,United States,,Accepted,2014,https://2014.igem.org/Team:Penn_Mishawaka_IN/Description
Penn_State,North America,Usa,Energy,Accepted,2007,https://2007.igem.org/Team:Penn_State/Description
Penn_State,North America,United States,Food & Energy,Accepted,2010,https://2010.igem.org/Team:Penn_State/Description
Penn_State,North America,,,Accepted,2005,https://2005.igem.org/Team:Penn_State/Description
Penn_State,North America,United States,Environment,Accepted,2011,https://2011.igem.org/Team:Penn_State/Description
Penn_State,North America,United States,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:Penn_State/Description
Penn_State,North America,United States,Manufacturing,Accepted,2013,https://2013.igem.org/Team:Penn_State/Description
Penn_State,North America,United States,Foundational Advance,Accepted,2014,https://2014.igem.org/Team:Penn_State/Description
Peru_BioE,Latin America,Peru,,Accepted,2012,https://2012.igem.org/Team:Peru_BioE/Description
Peshawar,Asia,Pakistan,Environment,Accepted,2016,https://2016.igem.org/Team:Peshawar/Description
Peshawar,Asia,Pakistan,Environment,Accepted,2017,https://2017.igem.org/Team:Peshawar/Description
Pitt,North America,United States,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:Pitt/Description
Pitt,North America,United States,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:Pitt/Description
Pittsburgh,North America,United States,Environment,Accepted,2016,https://2016.igem.org/Team:Pittsburgh/Description
Pittsburgh,North America,United States,New Application,Accepted,2017,https://2017.igem.org/Team:Pittsburgh/Description
Pittsburgh,North America,United States,Information Processing,Accepted,2018,https://2018.igem.org/Team:Pittsburgh/Description
Pittsburgh,North America,United States,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:Pittsburgh/Description
Pittsburgh_CSL,North America,United States,High School,Accepted,2018,https://2018.igem.org/Team:Pittsburgh_CSL/Description
PKU_Beijing,Asia,China,Information Processing,Accepted,2009,https://2009.igem.org/Team:PKU_Beijing/Description
Poitiers,Europe,France,Manufacturing,Accepted,2019,https://2019.igem.org/Team:Poitiers/Description
Potsdam,Europe,Germany,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:Potsdam/Description
Potsdam,Europe,Germany,Software,Accepted,2019,https://2019.igem.org/Team:Potsdam/Description
Potsdam_Bioware,Europe,Germany,Health & Medicine,Accepted,2011,https://2011.igem.org/Team:Potsdam_Bioware/Description
Potsdam_Bioware,Europe,Germany,Manufacturing,Accepted,2012,https://2012.igem.org/Team:Potsdam_Bioware/Description
Poznan-BioInf,Europe,Poland,Information Processing,Accepted,2013,https://2013.igem.org/Team:Poznan-BioInf/Description
PoznanBioInf,Europe,Poland,Information Processing,Accepted,2014,https://2014.igem.org/Team:PoznanBioInf/Description
PoznanSoft,Europe,Poland,Software,Accepted,2014,https://2014.igem.org/Team:PoznanSoft/Description
PrairieView,North America,,,Accepted,2006,https://2006.igem.org/Team:PrairieView/Description
Prairie_View,North America,,Environment,Accepted,2007,https://2007.igem.org/Team:Prairie_View/Description
Prairie_View,North America,United States,,Accepted,2008,https://2008.igem.org/Team:Prairie_View/Description
PrepaTec_GarzaSadaMx,Latin America,Mexico,,Accepted,2012,https://2012.igem.org/Team:PrepaTec_GarzaSadaMx/Description
Pretoria_UP,Africa,South Africa,Energy,Accepted,2016,https://2016.igem.org/Team:Pretoria_UP/Description
Pretoria_UP,Africa,South Africa,New Application,Accepted,2015,https://2015.igem.org/Team:Pretoria_UP/Description
Princeton,North America,Usa,Medical,Accepted,2007,https://2007.igem.org/Team:Princeton/Description
Princeton,North America,Netherlands,,Accepted,2008,https://2008.igem.org/Team:Princeton/Description
Princeton,North America,,,Accepted,2006,https://2006.igem.org/Team:Princeton/Description
Princeton,North America,,,Accepted,2005,https://2005.igem.org/Team:Princeton/Description
Princeton,North America,,,Accepted,2004,https://2004.igem.org/Team:Princeton/Description
Princeton,North America,United States,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:Princeton/Description
PuiChing_Macau,Asia,Macao,High School,Accepted,2019,https://2019.igem.org/Team:PuiChing_Macau/Description
Pumas_Mexico,Latin America,Mexico,Energy,Accepted,2016,https://2016.igem.org/Team:Pumas_Mexico/Description
Purdue,North America,Usa,Foundational Research,Accepted,2007,https://2007.igem.org/Team:Purdue/Description
Purdue,North America,United States,,Accepted,2008,https://2008.igem.org/Team:Purdue/Description
Purdue,North America,United States,Health/Medicine,Accepted,2009,https://2009.igem.org/Team:Purdue/Description
Purdue,North America,United States,Food & Energy,Accepted,2010,https://2010.igem.org/Team:Purdue/Description
Purdue,North America,,,Accepted,2006,https://2006.igem.org/Team:Purdue/Description
Purdue,North America,United States,Environment,Accepted,2012,https://2012.igem.org/Team:Purdue/Description
Purdue,North America,United States,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:Purdue/Description
Purdue,North America,United States,Food & Nutrition,Accepted,2014,https://2014.igem.org/Team:Purdue/Description
Purdue,North America,United States,Energy,Accepted,2015,https://2015.igem.org/Team:Purdue/Description
Purdue,North America,United States,Environment,Accepted,2016,https://2016.igem.org/Team:Purdue/Description
Purdue,North America,United States,Therapeutics,Accepted,2017,https://2017.igem.org/Team:Purdue/Description
Purdue,North America,United States,Diagnostics,Accepted,2018,https://2018.igem.org/Team:Purdue/Description
Purdue,North America,United States,Food & Nutrition,Accepted,2019,https://2019.igem.org/Team:Purdue/Description
QDHS_Shanghai,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:QDHS_Shanghai/Description
QHFZ-China,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:QHFZ-China/Description
Queens,North America,Canada,Health/Medicine,Accepted,2009,https://2009.igem.org/Team:Queens/Description
Queens-Canada,North America,Canada,Foundational Advance,Accepted,2010,https://2010.igem.org/Team:Queens-Canada/Description
Queens_Canada,North America,Canada,Environment,Accepted,2011,https://2011.igem.org/Team:Queens_Canada/Description
Queens_Canada,North America,Canada,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:Queens_Canada/Description
Queens_Canada,North America,Canada,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:Queens_Canada/Description
Queens_Canada,North America,Canada,Foundational Advance,Accepted,2014,https://2014.igem.org/Team:Queens_Canada/Description
Queens_Canada,North America,Canada,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:Queens_Canada/Description
Queens_Canada,North America,Canada,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:Queens_Canada/Description
Queens_Canada,North America,Canada,Environment,Accepted,2017,https://2017.igem.org/Team:Queens_Canada/Description
Queens_Canada,North America,Canada,Diagnostics,Accepted,2018,https://2018.igem.org/Team:Queens_Canada/Description
Queens_Canada,North America,Canada,Diagnostics,Accepted,2019,https://2019.igem.org/Team:Queens_Canada/Description
RAMNOTIREN_CALGARY,North America,Canada,,Accepted,2014,https://2014.igem.org/Team:RAMNOTIREN_CALGARY/Description
Ravenwood_Raptors,North America,United States,,Accepted,2014,https://2014.igem.org/Team:Ravenwood_Raptors/Description
RDFZ-China,Asia,China,High School,Accepted,2017,https://2017.igem.org/Team:RDFZ-China/Description
RDFZ-China,Asia,China,High School,Accepted,2018,https://2018.igem.org/Team:RDFZ-China/Description
RDFZ-China,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:RDFZ-China/Description
Reading,Europe,United Kingdom,Energy,Accepted,2014,https://2014.igem.org/Team:Reading/Description
Reading,Europe,United Kingdom,Energy,Accepted,2015,https://2015.igem.org/Team:Reading/Description
REC-CHENNAI,Asia,India,Food & Nutrition,Accepted,2017,https://2017.igem.org/Team:REC-CHENNAI/Description
REC-CHENNAI,Asia,India,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:REC-CHENNAI/Description
REC-CHENNAI,Asia,India,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:REC-CHENNAI/Description
Registry_Example,North America,,,Accepted,2005,https://2005.igem.org/Team:Registry_Example/Description
Rheda_Bielefeld,Europe,Germany,High School,Accepted,2018,https://2018.igem.org/Team:Rheda_Bielefeld/Description
RHIT,North America,United States,New Application,Accepted,2012,https://2012.igem.org/Team:RHIT/Description
RHIT,North America,United States,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:RHIT/Description
RHIT,North America,United States,Foundational Advance,Accepted,2014,https://2014.igem.org/Team:RHIT/Description
RHIT,North America,United States,Manufacturing,Accepted,2015,https://2015.igem.org/Team:RHIT/Description
RHIT,North America,United States,Manufacturing,Accepted,2016,https://2016.igem.org/Team:RHIT/Description
RHIT,North America,United States,Measurement,Accepted,2017,https://2017.igem.org/Team:RHIT/Description
RHIT,North America,United States,Environment,Accepted,2018,https://2018.igem.org/Team:RHIT/Description
RHIT,North America,United States,Environment,Accepted,2019,https://2019.igem.org/Team:RHIT/Description
Rice,North America,United States,Medical,Accepted,2007,https://2007.igem.org/Team:Rice/Description
Rice,North America,,,Accepted,2006,https://2006.igem.org/Team:Rice/Description
Rice,North America,United States,Diagnostics,Accepted,2016,https://2016.igem.org/Team:Rice/Description
Rice,North America,United States,Environment,Accepted,2017,https://2017.igem.org/Team:Rice/Description
Rice,North America,United States,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:Rice/Description
Rice,North America,United States,Environment,Accepted,2019,https://2019.igem.org/Team:Rice/Description
Rice_University,North America,United States,,Accepted,2008,https://2008.igem.org/Team:Rice_University/Description
Richmond_UR,North America,United States,Environment,Accepted,2019,https://2019.igem.org/Team:Richmond_UR/Description
RIS_BKK,Asia,Thailand,High School,Accepted,2019,https://2019.igem.org/Team:RIS_BKK/Description
RMHS_Maryland,North America,United States,High School,Accepted,2018,https://2018.igem.org/Team:RMHS_Maryland/Description
RMIT_Australia,Asia,Australia,Health & Medicine,Accepted,2010,https://2010.igem.org/Team:RMIT_Australia/Description
Rock_Ridge_Virginia,North America,United States,High School,Accepted,2015,https://2015.igem.org/Team:Rock_Ridge_Virginia/Description
Rotterdam_HR,Europe,Netherlands,Open,Accepted,2018,https://2018.igem.org/Team:Rotterdam_HR/Description
Rotterdam_HR,Europe,Netherlands,Diagnostics,Accepted,2019,https://2019.igem.org/Team:Rotterdam_HR/Description
RPI_Troy_NY,North America,United States,Manufacturing,Accepted,2017,https://2017.igem.org/Team:RPI_Troy_NY/Description
Ruia-Mumbai,Asia,India,Environment,Accepted,2018,https://2018.igem.org/Team:Ruia-Mumbai/Description
Ruperto_Carola,Europe,Germany,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:Ruperto_Carola/Description
Rutgers,North America,United States,Information Processing,Accepted,2011,https://2011.igem.org/Team:Rutgers/Description
Rutgers,North America,United States,Food & Energy,Accepted,2012,https://2012.igem.org/Team:Rutgers/Description
Rutgers,North America,United States,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:Rutgers/Description
Rutgers,North America,United States,Foundational Advance,Accepted,2014,https://2014.igem.org/Team:Rutgers/Description
Ryerson_Toronto,North America,Canada,Manufacturing,Accepted,2016,https://2016.igem.org/Team:Ryerson_Toronto/Description
Saarland,Europe,Germany,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:Saarland/Description
Saint_Joseph,Europe,Turkey,High School,Accepted,2018,https://2018.igem.org/Team:Saint_Joseph/Description
Saint_Joseph,Europe,Turkey,High School,Accepted,2019,https://2019.igem.org/Team:Saint_Joseph/Description
Saint_Petersburg,Asia,Russian Federation,Environment,Accepted,2007,https://2007.igem.org/Team:Saint_Petersburg/Description
Saint_Rose_School_A,Latin America,Chile,High School,Accepted,2016,https://2016.igem.org/Team:Saint_Rose_School_A/Description
Saint_Rose_School_B,Latin America,Chile,High School,Accepted,2016,https://2016.igem.org/Team:Saint_Rose_School_B/Description
Salonica_Schools,Europe,Greece,,Accepted,2013,https://2013.igem.org/Team:Salonica_Schools/Description
Saloniki_Greece_12,Europe,United States,,Accepted,2012,https://2012.igem.org/Team:Saloniki_Greece_12/Description
Santa_Clara,North America,United States,Manufacturing,Accepted,2015,https://2015.igem.org/Team:Santa_Clara/Description
San_Andres,Latin America,Chile,High School,Accepted,2015,https://2015.igem.org/Team:San_Andres/Description
Sao_Carlos-Brazil,Latin America,Brazil,New Application,Accepted,2019,https://2019.igem.org/Team:Sao_Carlos-Brazil/Description
SASTRA_Thanjavur,Asia,India,Diagnostics,Accepted,2019,https://2019.igem.org/Team:SASTRA_Thanjavur/Description
SBS_NY,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:SBS_NY/Description
SBS_SH_112144,North America,China,High School,Accepted,2018,https://2018.igem.org/Team:SBS_SH_112144/Description
SCAU-China,Asia,China,Environment,Accepted,2013,https://2013.igem.org/Team:SCAU-China/Description
SCAU-China,Asia,China,Energy,Accepted,2014,https://2014.igem.org/Team:SCAU-China/Description
SCAU-China,Asia,China,New Application,Accepted,2016,https://2016.igem.org/Team:SCAU-China/Description
SCAU-China,Asia,China,New Application,Accepted,2018,https://2018.igem.org/Team:SCAU-China/Description
SCSU-New_Haven,North America,United States,Diagnostics,Accepted,2016,https://2016.igem.org/Team:SCSU-New_Haven/Description
SCU-China,Asia,China,Information Processing,Accepted,2014,https://2014.igem.org/Team:SCU-China/Description
SCU-China,Asia,China,New Application,Accepted,2016,https://2016.igem.org/Team:SCU-China/Description
SCU-China,Asia,China,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:SCU-China/Description
SCU-China,Asia,China,Manufacturing,Accepted,2019,https://2019.igem.org/Team:SCU-China/Description
SCU-WestChina,Asia,China,Therapeutics,Accepted,2017,https://2017.igem.org/Team:SCU-WestChina/Description
SCUT,Asia,Hong Kong,Information Processing,Accepted,2013,https://2013.igem.org/Team:SCUT/Description
SCUT,Asia,China,Foundational Advance,Accepted,2014,https://2014.igem.org/Team:SCUT/Description
SCUT,Asia,China,Environment,Accepted,2015,https://2015.igem.org/Team:SCUT/Description
Scut-Champion-Park,Asia,China,Food & Nutrition,Accepted,2015,https://2015.igem.org/Team:Scut-Champion-Park/Description
SCUT-China,Asia,China,Manufacturing,Accepted,2014,https://2014.igem.org/Team:SCUT-China/Description
SCUT-China,Asia,China,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:SCUT-China/Description
SCUT-ChinaA,Asia,China,Environment,Accepted,2018,https://2018.igem.org/Team:SCUT-ChinaA/Description
SCUT-China_A,Asia,China,Environment,Accepted,2016,https://2016.igem.org/Team:SCUT-China_A/Description
SCUT-China_A,Asia,China,Environment,Accepted,2017,https://2017.igem.org/Team:SCUT-China_A/Description
SCUT-China_B,Asia,China,Therapeutics,Accepted,2016,https://2016.igem.org/Team:SCUT-China_B/Description
SCUT-FSE-CHINA,Asia,China,New Application,Accepted,2017,https://2017.igem.org/Team:SCUT-FSE-CHINA/Description
SCUT_China,Asia,China,New Application,Accepted,2019,https://2019.igem.org/Team:SCUT_China/Description
SCUT_ChinaB,Asia,China,Environment,Accepted,2018,https://2018.igem.org/Team:SCUT_ChinaB/Description
SCU_China,Asia,China,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:SCU_China/Description
SCU_China,Asia,China,Environment,Accepted,2015,https://2015.igem.org/Team:SCU_China/Description
SCU_China,Asia,China,New Application,Accepted,2017,https://2017.igem.org/Team:SCU_China/Description
SDA-Encinitas,North America,United States,High School,Accepted,2015,https://2015.igem.org/Team:SDA-Encinitas/Description
SDSZ-China,Asia,China,High School,Accepted,2017,https://2017.igem.org/Team:SDSZ-China/Description
SDSZ_China,Asia,China,High School,Accepted,2016,https://2016.igem.org/Team:SDSZ_China/Description
SDSZ_China,Asia,China,High School,Accepted,2018,https://2018.igem.org/Team:SDSZ_China/Description
SDSZ_China,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:SDSZ_China/Description
SDU-CHINA,Asia,China,New Application,Accepted,2018,https://2018.igem.org/Team:SDU-CHINA/Description
SDU-Denmark,Europe,Denmark,Health/Medicine,Accepted,2009,https://2009.igem.org/Team:SDU-Denmark/Description
SDU-Denmark,Europe,Denmark,New Application,Accepted,2010,https://2010.igem.org/Team:SDU-Denmark/Description
SDU-Denmark,Europe,Denmark,Health & Medicine,Accepted,2012,https://2012.igem.org/Team:SDU-Denmark/Description
SDU-Denmark,Europe,Denmark,Manufacturing,Accepted,2013,https://2013.igem.org/Team:SDU-Denmark/Description
SDU-Denmark,Europe,Denmark,Food & Nutrition,Accepted,2014,https://2014.igem.org/Team:SDU-Denmark/Description
SDU-Denmark,Europe,Denmark,Manufacturing,Accepted,2015,https://2015.igem.org/Team:SDU-Denmark/Description
SDU-Denmark,Europe,Denmark,Therapeutics,Accepted,2016,https://2016.igem.org/Team:SDU-Denmark/Description
SDU-Denmark,Europe,Denmark,Energy,Accepted,2017,https://2017.igem.org/Team:SDU-Denmark/Description
SDU-Denmark,Europe,Denmark,Therapeutics,Accepted,2019,https://2019.igem.org/Team:SDU-Denmark/Description
SDU_CHINA,Asia,China,Therapeutics,Accepted,2017,https://2017.igem.org/Team:SDU_CHINA/Description
SDU_CHINA,Asia,China,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:SDU_CHINA/Description
SECA_NZ,Asia,New Zealand,Food & Nutrition,Accepted,2017,https://2017.igem.org/Team:SECA_NZ/Description
SEFLS_Shanghai,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:SEFLS_Shanghai/Description
sentegen,Europe,Turkey,,Accepted,2012,https://2012.igem.org/Team:sentegen/Description
SEU,Asia,China,Open,Accepted,2019,https://2019.igem.org/Team:SEU/Description
SEU-Nanjing-China,Asia,China,Environment,Accepted,2019,https://2019.igem.org/Team:SEU-Nanjing-China/Description
SEU_A,Asia,China,Health & Medicine,Accepted,2012,https://2012.igem.org/Team:SEU_A/Description
SEU_O_China,Asia,China,Information Processing,Accepted,2012,https://2012.igem.org/Team:SEU_O_China/Description
Sevilla,Europe,Spain,Foundational Advance,Accepted,2011,https://2011.igem.org/Team:Sevilla/Description
SFLS_Shenzhen,Asia,China,High School,Accepted,2018,https://2018.igem.org/Team:SFLS_Shenzhen/Description
SF_Bay_Area_DIYbio,North America,United States,Community Labs,Accepted,2014,https://2014.igem.org/Team:SF_Bay_Area_DIYbio/Description
SF_Bay_Area_DIYBio,North America,United States,Community Labs,Accepted,2015,https://2015.igem.org/Team:SF_Bay_Area_DIYBio/Description
Shanghai-United,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:Shanghai-United/Description
ShanghaiFLS_China,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:ShanghaiFLS_China/Description
Shanghaitech,Asia,China,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:Shanghaitech/Description
ShanghaiTech,Asia,China,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:ShanghaiTech/Description
ShanghaitechChina,Asia,China,New Application,Accepted,2016,https://2016.igem.org/Team:ShanghaitechChina/Description
ShanghaiTechChina_B,Asia,China,Therapeutics,Accepted,2016,https://2016.igem.org/Team:ShanghaiTechChina_B/Description
ShanghaiTech_China,Asia,China,Therapeutics,Accepted,2019,https://2019.igem.org/Team:ShanghaiTech_China/Description
Shanghai_City,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:Shanghai_City/Description
Shanghai_High_School,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:Shanghai_High_School/Description
Shanghai_HS,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:Shanghai_HS/Description
Shanghai_HS_United,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:Shanghai_HS_United/Description
Shanghai_YGQ,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:Shanghai_YGQ/Description
SharonBasicallyAcid,North America,United States,Environment(P),Accepted,2013,https://2013.igem.org/Team:SharonBasicallyAcid/Description
Sharon_BasicallyAcid,North America,United States,,Accepted,2012,https://2012.igem.org/Team:Sharon_BasicallyAcid/Description
Sharon_MA_Aquila,North America,United States,,Accepted,2012,https://2012.igem.org/Team:Sharon_MA_Aquila/Description
Sharon_MA_ArborVitae,North America,United States,,Accepted,2012,https://2012.igem.org/Team:Sharon_MA_ArborVitae/Description
Shasta_Summit_CA,North America,United States,,Accepted,2014,https://2014.igem.org/Team:Shasta_Summit_CA/Description
Sheffield,Europe,United Kingdom,Foundational Advance,Accepted,2009,https://2009.igem.org/Team:Sheffield/Description
Sheffield,Europe,United Kingdom,Environment,Accepted,2010,https://2010.igem.org/Team:Sheffield/Description
Sheffield,Europe,United Kingdom,Manufacturing,Accepted,2014,https://2014.igem.org/Team:Sheffield/Description
