team,region,country,track,status,year,url
IISER_Kolkata,Asia,India,Therapeutics,Accepted,2019,https://2019.igem.org/Team:IISER_Kolkata/Description
IISER_Pune,Asia,India,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:IISER_Pune/Description
IISER_Tirupati,Asia,India,Therapeutics,Accepted,2019,https://2019.igem.org/Team:IISER_Tirupati/Description
IIT-Madras,Asia,India,Measurement,Accepted,2016,https://2016.igem.org/Team:IIT-Madras/Description
IIT-Madras,Asia,India,Software,Accepted,2017,https://2017.igem.org/Team:IIT-Madras/Description
IIT-Madras,Asia,India,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:IIT-Madras/Description
IIT-Madras,Asia,India,Manufacturing,Accepted,2019,https://2019.igem.org/Team:IIT-Madras/Description
IIT_Bombay_India,Asia,India,Foundational Advance,Accepted,2009,https://2009.igem.org/Team:IIT_Bombay_India/Description
IIT_Chicago,North America,United States,Environment,Accepted,2019,https://2019.igem.org/Team:IIT_Chicago/Description
IIT_Delhi,Asia,India,Environment,Accepted,2013,https://2013.igem.org/Team:IIT_Delhi/Description
IIT_Delhi,Asia,India,Environment,Accepted,2014,https://2014.igem.org/Team:IIT_Delhi/Description
IIT_Delhi,Asia,India,Environment,Accepted,2015,https://2015.igem.org/Team:IIT_Delhi/Description
IIT_Delhi,Asia,India,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:IIT_Delhi/Description
IIT_Delhi,Asia,India,Information Processing,Accepted,2017,https://2017.igem.org/Team:IIT_Delhi/Description
IIT_Delhi,Asia,India,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:IIT_Delhi/Description
IIT_Delhi_1,Asia,India,New Application,Accepted,2010,https://2010.igem.org/Team:IIT_Delhi_1/Description
IIT_Kanpur,Asia,India,Environment,Accepted,2018,https://2018.igem.org/Team:IIT_Kanpur/Description
IIT_Kharagpur,Asia,India,Food & Nutrition,Accepted,2015,https://2015.igem.org/Team:IIT_Kharagpur/Description
IIT_Kharagpur,Asia,India,Manufacturing,Accepted,2016,https://2016.igem.org/Team:IIT_Kharagpur/Description
IIT_Madras,Asia,India,,Accepted,2008,https://2008.igem.org/Team:IIT_Madras/Description
IIT_Madras,Asia,India,New Application,Accepted,2009,https://2009.igem.org/Team:IIT_Madras/Description
IIT_Madras,Asia,India,Food & Energy,Accepted,2010,https://2010.igem.org/Team:IIT_Madras/Description
IIT_Madras,Asia,India,New Application,Accepted,2011,https://2011.igem.org/Team:IIT_Madras/Description
IIT_Madras,Asia,India,New Application,Accepted,2012,https://2012.igem.org/Team:IIT_Madras/Description
IIT_Madras,Asia,India,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:IIT_Madras/Description
IIT_Madras,Asia,India,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:IIT_Madras/Description
Illinois,North America,United States,,Accepted,2008,https://2008.igem.org/Team:Illinois/Description
Illinois,North America,United States,Information Processing,Accepted,2009,https://2009.igem.org/Team:Illinois/Description
Illinois-Tools,North America,United States,Software Tools,Accepted,2009,https://2009.igem.org/Team:Illinois-Tools/Description
Imperial,Europe,United Kingdom,Medical,Accepted,2007,https://2007.igem.org/Team:Imperial/Description
Imperial,Europe,,,Accepted,2006,https://2006.igem.org/Team:Imperial/Description
Imperial,Europe,United Kingdom,Manufacturing,Accepted,2014,https://2014.igem.org/Team:Imperial/Description
Imperial College London,Europe,United Kingdom,Manufacturing,Accepted,2009,https://2009.igem.org/Team:Imperial College London/Description
Imperial_College,Europe,United Kingdom,,Accepted,2008,https://2008.igem.org/Team:Imperial_College/Description
Imperial_College,Europe,United Kingdom,Manufacturing,Accepted,2013,https://2013.igem.org/Team:Imperial_College/Description
Imperial_College,Europe,United Kingdom,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:Imperial_College/Description
Imperial_College,Europe,United Kingdom,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:Imperial_College/Description
Imperial_College_London,Europe,United Kingdom,Health & Medicine,Accepted,2010,https://2010.igem.org/Team:Imperial_College_London/Description
Imperial_College_London,Europe,United Kingdom,Environment,Accepted,2011,https://2011.igem.org/Team:Imperial_College_London/Description
IngenuityLab_Canada,North America,Canada,New Application,Accepted,2016,https://2016.igem.org/Team:IngenuityLab_Canada/Description
INSA-Lyon,Europe,France,Manufacturing,Accepted,2010,https://2010.igem.org/Team:INSA-Lyon/Description
INSA-Lyon,Europe,France,Environment,Accepted,2014,https://2014.igem.org/Team:INSA-Lyon/Description
INSA-Lyon,Europe,France,Diagnostics,Accepted,2016,https://2016.igem.org/Team:INSA-Lyon/Description
INSA-UPS_France,Europe,France,Information Processing,Accepted,2017,https://2017.igem.org/Team:INSA-UPS_France/Description
INSA_Toulouse,Europe,France,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:INSA_Toulouse/Description
Instructors,North America,,,Accepted,2006,https://2006.igem.org/Team:Instructors/Description
IONIS-PARIS,Europe,France,Food & Nutrition,Accepted,2017,https://2017.igem.org/Team:IONIS-PARIS/Description
IONIS_Paris,Europe,France,Information Processing,Accepted,2015,https://2015.igem.org/Team:IONIS_Paris/Description
Ionis_Paris,Europe,France,Environment,Accepted,2016,https://2016.igem.org/Team:Ionis_Paris/Description
Ionis_Paris,Europe,France,Environment,Accepted,2019,https://2019.igem.org/Team:Ionis_Paris/Description
IPN-UNAM-Mexico,Latin America,Mexico,Foundational Advance,Accepted,2009,https://2009.igem.org/Team:IPN-UNAM-Mexico/Description
IPN_UNAM_Mexico,Latin America,,,Accepted,2006,https://2006.igem.org/Team:IPN_UNAM_Mexico/Description
IPOC1-Colombia,Latin America,Colombia,Environment,Accepted,2009,https://2009.igem.org/Team:IPOC1-Colombia/Description
IPOC2-Colombia,Latin America,Colombia,Environment,Accepted,2009,https://2009.igem.org/Team:IPOC2-Colombia/Description
Irvine,North America,,,Accepted,2006,https://2006.igem.org/Team:Irvine/Description
Istanbul_Tech,Europe,Turkey,Diagnostics,Accepted,2016,https://2016.igem.org/Team:Istanbul_Tech/Description
ITB_Indonesia,Asia,Indonesia,Food & Energy,Accepted,2013,https://2013.igem.org/Team:ITB_Indonesia/Description
ITB_Indonesia,Asia,Indonesia,Environment,Accepted,2014,https://2014.igem.org/Team:ITB_Indonesia/Description
ITB_INDONESIA,Asia,Indonesia,Manufacturing,Accepted,2015,https://2015.igem.org/Team:ITB_INDONESIA/Description
ITB_Indonesia,Asia,Indonesia,Environment,Accepted,2017,https://2017.igem.org/Team:ITB_Indonesia/Description
ITB_Indonesia,Asia,Indonesia,Environment,Accepted,2019,https://2019.igem.org/Team:ITB_Indonesia/Description
iTesla-SoundBio,North America,United States,Environment,Accepted,2017,https://2017.igem.org/Team:iTesla-SoundBio/Description
iTesla-SoundBio,North America,United States,High School,Accepted,2018,https://2018.igem.org/Team:iTesla-SoundBio/Description
ITESM-CEM,Latin America,Mexico,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:ITESM-CEM/Description
ITESM-Guadalajara,Latin America,Mexico,Entrepreneurship,Accepted,2014,https://2014.igem.org/Team:ITESM-Guadalajara/Description
ITESM_Mexico,Latin America,Mexico,Environment,Accepted,2011,https://2011.igem.org/Team:ITESM_Mexico/Description
ITESO_Guadalajara,Latin America,Mexico,Environment,Accepted,2019,https://2019.igem.org/Team:ITESO_Guadalajara/Description
ITU_MOBGAM_Turkey,Europe,Turkey,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:ITU_MOBGAM_Turkey/Description
IvyTech-South_Bend,North America,United States,Environment,Accepted,2010,https://2010.igem.org/Team:IvyTech-South_Bend/Description
IvyTech-South_Bend,North America,United States,Environment,Accepted,2012,https://2012.igem.org/Team:IvyTech-South_Bend/Description
IvyTech_SouthBend_IN,North America,United States,Environment,Accepted,2014,https://2014.igem.org/Team:IvyTech_SouthBend_IN/Description
Jefferson_VA_SciCOS,North America,United States,Health & Medicine(P),Accepted,2013,https://2013.igem.org/Team:Jefferson_VA_SciCOS/Description
Jefferson_VA_SciCOS,North America,United States,Information Processing(P),Accepted,2014,https://2014.igem.org/Team:Jefferson_VA_SciCOS/Description
Jiangnan,Asia,China,Manufacturing,Accepted,2018,https://2018.igem.org/Team:Jiangnan/Description
Jiangnan-China,Asia,China,Manufacturing,Accepted,2019,https://2019.igem.org/Team:Jiangnan-China/Description
JiangnanU_China,Asia,China,New Application,Accepted,2019,https://2019.igem.org/Team:JiangnanU_China/Description
Jiangnan_China,Asia,China,Manufacturing,Accepted,2018,https://2018.igem.org/Team:Jiangnan_China/Description
Jiangsu_High_School,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:Jiangsu_High_School/Description
Jilin_China,Asia,China,Environment,Accepted,2014,https://2014.igem.org/Team:Jilin_China/Description
Jilin_China,Asia,China,Environment,Accepted,2015,https://2015.igem.org/Team:Jilin_China/Description
Jilin_China,Asia,China,Therapeutics,Accepted,2016,https://2016.igem.org/Team:Jilin_China/Description
Jilin_China,Asia,China,Environment,Accepted,2017,https://2017.igem.org/Team:Jilin_China/Description
Jilin_China,Asia,China,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:Jilin_China/Description
Jilin_China,Asia,China,Therapeutics,Accepted,2019,https://2019.igem.org/Team:Jilin_China/Description
JMU_Wuerzburg,Europe,Germany,Diagnostics,Accepted,2018,https://2018.igem.org/Team:JMU_Wuerzburg/Description
JNFLS,Asia,China,High School,Accepted,2017,https://2017.igem.org/Team:JNFLS/Description
JNFLS,Asia,China,High School,Accepted,2018,https://2018.igem.org/Team:JNFLS/Description
JNFLS,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:JNFLS/Description
JNFLS_China,Asia,China,High School,Accepted,2016,https://2016.igem.org/Team:JNFLS_China/Description
JNU-China,Asia,China,Manufacturing,Accepted,2019,https://2019.igem.org/Team:JNU-China/Description
Johns_Hopkins,North America,United States,,Accepted,2008,https://2008.igem.org/Team:Johns_Hopkins/Description
Johns_Hopkins,North America,United States,New Application,Accepted,2010,https://2010.igem.org/Team:Johns_Hopkins/Description
Johns_Hopkins,North America,United States,Food & Energy,Accepted,2011,https://2011.igem.org/Team:Johns_Hopkins/Description
Johns_Hopkins-BAG,North America,United States,New Application,Accepted,2009,https://2009.igem.org/Team:Johns_Hopkins-BAG/Description
Johns_Hopkins-Software,North America,United States,Software Tools,Accepted,2012,https://2012.igem.org/Team:Johns_Hopkins-Software/Description
Johns_Hopkins-Wetware,North America,United States,Manufacturing,Accepted,2012,https://2012.igem.org/Team:Johns_Hopkins-Wetware/Description
JSNU-China,Asia,China,Therapeutics,Accepted,2016,https://2016.igem.org/Team:JSNU-China/Description
Judd_UK,Europe,United Kingdom,High School,Accepted,2017,https://2017.igem.org/Team:Judd_UK/Description
JUIT-India,Asia,India,Environment,Accepted,2012,https://2012.igem.org/Team:JUIT-India/Description
KAIST-Korea,Asia,"Korea, Republic Of",Health & Medicine,Accepted,2010,https://2010.igem.org/Team:KAIST-Korea/Description
KAIST-Korea,Asia,"Korea, Republic Of",New Application,Accepted,2011,https://2011.igem.org/Team:KAIST-Korea/Description
KAIST_Korea,Asia,"Korea, Republic Of",Environment,Accepted,2012,https://2012.igem.org/Team:KAIST_Korea/Description
KAIT_Japan,Asia,Japan,Foundational Advance,Accepted,2011,https://2011.igem.org/Team:KAIT_Japan/Description
KAIT_Japan,Asia,Japan,Health & Medicine,Accepted,2012,https://2012.igem.org/Team:KAIT_Japan/Description
KAIT_Japan,Asia,Japan,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:KAIT_Japan/Description
KAIT_JAPAN,Asia,Japan,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:KAIT_JAPAN/Description
KAIT_Japan,Asia,Japan,Foundational Advance,Accepted,2015,https://2015.igem.org/Team:KAIT_Japan/Description
KAIT_Japan,Asia,Japan,Environment,Accepted,2016,https://2016.igem.org/Team:KAIT_Japan/Description
KAIT_JAPAN,Asia,Japan,Therapeutics,Accepted,2017,https://2017.igem.org/Team:KAIT_JAPAN/Description
KAIT_JAPAN,Asia,Japan,Information Processing,Accepted,2018,https://2018.igem.org/Team:KAIT_JAPAN/Description
KAIT_JAPAN,Asia,Japan,Environment,Accepted,2019,https://2019.igem.org/Team:KAIT_JAPAN/Description
KCL_UK,Europe,United Kingdom,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:KCL_UK/Description
KCL_UK,Europe,United Kingdom,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:KCL_UK/Description
Kent,Europe,United Kingdom,Environment,Accepted,2013,https://2013.igem.org/Team:Kent/Description
Kent,Europe,United Kingdom,Manufacturing,Accepted,2014,https://2014.igem.org/Team:Kent/Description
Kent,Europe,United Kingdom,New Application,Accepted,2015,https://2015.igem.org/Team:Kent/Description
Kent,Europe,United Kingdom,New Application,Accepted,2016,https://2016.igem.org/Team:Kent/Description
Kent,Europe,United Kingdom,New Application,Accepted,2017,https://2017.igem.org/Team:Kent/Description
Kingsborough_NY,North America,United States,Environment,Accepted,2016,https://2016.igem.org/Team:Kingsborough_NY/Description
Kingsborough_NY,North America,United States,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:Kingsborough_NY/Description
KIT-Kyoto,Asia,Japan,New Application,Accepted,2010,https://2010.igem.org/Team:KIT-Kyoto/Description
KIT-Kyoto,Asia,Japan,Health & Medicine,Accepted,2011,https://2011.igem.org/Team:KIT-Kyoto/Description
KIT-Kyoto,Asia,Japan,Health & Medicine,Accepted,2012,https://2012.igem.org/Team:KIT-Kyoto/Description
KIT-Kyoto,Asia,Japan,New Application,Accepted,2013,https://2013.igem.org/Team:KIT-Kyoto/Description
KIT-Kyoto,Asia,Japan,Art & Design,Accepted,2014,https://2014.igem.org/Team:KIT-Kyoto/Description
Kobe,Asia,Japan,Food & Nutrition,Accepted,2017,https://2017.igem.org/Team:Kobe/Description
KOREA,Asia,"Korea, Republic Of",High School,Accepted,2019,https://2019.igem.org/Team:KOREA/Description
KoreaSonyeodul,Asia,"Korea, Republic Of",High School,Accepted,2016,https://2016.igem.org/Team:KoreaSonyeodul/Description
Korea_HS,Asia,"Korea, Republic Of",High School,Accepted,2019,https://2019.igem.org/Team:Korea_HS/Description
Korea_U_Seoul,Asia,"Korea, Republic Of",Environment,Accepted,2010,https://2010.igem.org/Team:Korea_U_Seoul/Description
Korea_U_Seoul,Asia,"Korea, Republic Of",Food & Energy,Accepted,2011,https://2011.igem.org/Team:Korea_U_Seoul/Description
Korea_U_Seoul,Asia,"Korea, Republic Of",Food & Energy,Accepted,2012,https://2012.igem.org/Team:Korea_U_Seoul/Description
Korea_U_Seoul,Asia,"Korea, Republic Of",Environment,Accepted,2013,https://2013.igem.org/Team:Korea_U_Seoul/Description
Korea_U_Seoul,Asia,"Korea, Republic Of",New Application,Accepted,2014,https://2014.igem.org/Team:Korea_U_Seoul/Description
Korea_U_Seoul,Asia,"Korea, Republic Of",Software,Accepted,2015,https://2015.igem.org/Team:Korea_U_Seoul/Description
Korea_U_Seoul,Asia,"Korea, Republic Of",Energy,Accepted,2016,https://2016.igem.org/Team:Korea_U_Seoul/Description
KUAS_Korea,Asia,"Korea, Republic Of",Diagnostics,Accepted,2017,https://2017.igem.org/Team:KUAS_Korea/Description
KUAS_Korea,Asia,"Korea, Republic Of",New Application,Accepted,2018,https://2018.igem.org/Team:KUAS_Korea/Description
KUAS_Korea,Asia,"Korea, Republic Of",Diagnostics,Accepted,2019,https://2019.igem.org/Team:KUAS_Korea/Description
KULeuven,Europe,Belgium,,Accepted,2008,https://2008.igem.org/Team:KULeuven/Description
KULeuven,Europe,Belgium,Manufacturing,Accepted,2009,https://2009.igem.org/Team:KULeuven/Description
KULeuven,Europe,Belgium,Environment,Accepted,2011,https://2011.igem.org/Team:KULeuven/Description
KU_Leuven,Europe,Belgium,Environment,Accepted,2013,https://2013.igem.org/Team:KU_Leuven/Description
KU_Leuven,Europe,Belgium,New Application,Accepted,2015,https://2015.igem.org/Team:KU_Leuven/Description
KU_Leuven,Europe,Belgium,New Application,Accepted,2017,https://2017.igem.org/Team:KU_Leuven/Description
KU_LEUVEN,Europe,Belgium,Manufacturing,Accepted,2019,https://2019.igem.org/Team:KU_LEUVEN/Description
KU_Seoul,Asia,"Korea, Republic Of",Environment,Accepted,2009,https://2009.igem.org/Team:KU_Seoul/Description
Kyoto,Asia,Japan,,Accepted,2008,https://2008.igem.org/Team:Kyoto/Description
Kyoto,Asia,Japan,Foundational Advance,Accepted,2009,https://2009.igem.org/Team:Kyoto/Description
Kyoto,Asia,Japan,Foundational Advance,Accepted,2010,https://2010.igem.org/Team:Kyoto/Description
Kyoto,Asia,Japan,New Application,Accepted,2011,https://2011.igem.org/Team:Kyoto/Description
Kyoto,Asia,Japan,New Application,Accepted,2012,https://2012.igem.org/Team:Kyoto/Description
Kyoto,Asia,Japan,Information Processing,Accepted,2013,https://2013.igem.org/Team:Kyoto/Description
Kyoto,Asia,Japan,Foundational Advance,Accepted,2014,https://2014.igem.org/Team:Kyoto/Description
Kyoto,Asia,Japan,Therapeutics,Accepted,2016,https://2016.igem.org/Team:Kyoto/Description
Kyoto,Asia,Japan,Environment,Accepted,2017,https://2017.igem.org/Team:Kyoto/Description
Kyoto,Asia,Japan,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:Kyoto/Description
Kyoto,Asia,Japan,Environment,Accepted,2019,https://2019.igem.org/Team:Kyoto/Description
LACAS_BioBots,Asia,Pakistan,High School,Accepted,2018,https://2018.igem.org/Team:LACAS_BioBots/Description
LACAS_BioBots,Asia,Pakistan,High School,Accepted,2019,https://2019.igem.org/Team:LACAS_BioBots/Description
LambertGA,North America,United States,High School,Accepted,2016,https://2016.igem.org/Team:LambertGA/Description
Lambert_GA,North America,United States,Foundational Advance(P),Accepted,2013,https://2013.igem.org/Team:Lambert_GA/Description
Lambert_GA,North America,United States,Manufacturing(P),Accepted,2014,https://2014.igem.org/Team:Lambert_GA/Description
Lambert_GA,North America,United States,High School,Accepted,2015,https://2015.igem.org/Team:Lambert_GA/Description
